-0.075634,0.094422
-0.055967,0.094315
-0.090299,0.102817
-0.061636,0.094455
-0.065986,0.085294
-0.083957,0.106339
-0.061009,0.096642
-0.096890,0.101525
-0.100616,0.100148
-0.091891,0.092967
-0.067984,0.104395
-0.070991,0.100248
-0.062968,0.099758
-0.085339,0.106045
-0.059710,0.086003
-0.069921,0.091011
-0.078935,0.097360
-0.078818,0.099307
-0.055948,0.083062
-0.073730,0.085548
-0.071072,0.088233
-0.062143,0.083996
-0.076622,0.082828
-0.090384,0.094179
-0.057105,0.084789
-0.099472,0.103009
-0.067041,0.099563
-0.055645,0.094197
-0.069608,0.093998
-0.067615,0.096958
-0.065107,0.096374
-0.085591,0.094660
-0.059672,0.088307
-0.073551,0.106109
-0.072351,0.086729
-0.093972,0.102234
-0.073414,0.094136
-0.053408,0.093653
-0.087379,0.102726
-0.059691,0.094018
-0.063989,0.085359
-0.080289,0.106022
-0.058934,0.096378
-0.093633,0.101505
-0.097333,0.099769
-0.088899,0.092336
-0.064767,0.104121
-0.068493,0.099967
-0.058978,0.099498
-0.081746,0.105725
-0.056939,0.085482
-0.068446,0.090798
-0.075993,0.097234
-0.075463,0.099069
-0.053076,0.082804
-0.072094,0.085562
-0.069791,0.088128
-0.059659,0.083824
-0.074888,0.082838
-0.086715,0.093959
-0.054358,0.084440
-0.095436,0.102829
-0.064842,0.099411
-0.053053,0.093829
-0.068070,0.093772
-0.065797,0.096751
-0.063251,0.096298
-0.056675,0.087551
-0.068430,0.105431
-0.089825,0.101661
0.020223,0.010750
0.030428,0.026739
0.034473,0.018973
0.040113,0.003793
0.055234,0.020426
0.042354,0.021834
0.042413,0.021187
0.052537,0.009481
0.036093,0.029586
0.020539,-0.005536
0.054744,0.017394
0.040792,0.020518
0.042991,0.029041
0.063532,0.026791
0.049497,0.026894
0.028572,-0.007930
0.042133,0.012392
0.073397,0.026151
0.023121,-0.002477
0.042665,0.021713
0.042468,0.020388
0.033032,0.020548
0.041462,0.030372
0.012604,-0.002234
0.033699,0.025319
0.059229,0.027979
0.015039,-0.006289
0.040337,0.022339
0.040455,0.022388
0.022828,0.003996
0.050138,0.028000
0.039634,0.023021
0.021251,0.006856
0.015749,-0.003415
0.043590,0.003241
0.038964,0.020621
0.018770,0.011662
0.029296,0.028217
0.033023,0.020832
0.038098,0.005151
0.053200,0.024107
0.039561,0.025379
0.039910,0.024530
0.050370,0.011256
0.034806,0.031802
0.018320,-0.004182
0.052508,0.019308
0.038287,0.023555
0.041240,0.031944
0.061028,0.031101
0.047519,0.030358
0.026265,-0.006462
0.040555,0.014972
0.070374,0.031665
0.020987,-0.001026
0.039755,0.025374
0.040496,0.023437
0.030690,0.023164
0.039843,0.033161
0.010205,-0.001395
0.032591,0.026939
0.056623,0.032654
0.012754,-0.005197
0.037824,0.025579
0.037926,0.025684
0.021027,0.005225
0.013953,-0.002810
0.018196,0.011712
0.028858,0.028531
0.032479,0.021179
0.037325,0.005318
0.052450,0.024800
0.038561,0.026072
0.039029,0.025227
0.049568,0.011505
0.034365,0.032262
0.017453,-0.004077
0.051724,0.019576
0.037295,0.024138
0.040639,0.032515
0.060165,0.031925
0.046869,0.031075
0.025350,-0.006312
0.039962,0.015399
0.069297,0.032723
0.020151,-0.000910
0.038721,0.026124
0.039793,0.024068
0.029797,0.023653
0.039278,0.033737
0.009273,-0.001455
0.032192,0.027244
0.055759,0.033583
0.011858,-0.005161
0.036928,0.026233
0.037041,0.026356
0.020342,0.005381
0.013094,-0.002754
0.017557,0.011705
0.028384,0.028823
0.031897,0.021480
0.036475,0.005412
0.051647,0.025435
0.037472,0.026671
0.038067,0.025856
0.048685,0.011689
0.033884,0.032685
0.016493,-0.004039
0.050870,0.019760
0.036203,0.024651
0.039998,0.033056
0.059241,0.032696
0.046182,0.031752
